transactionAmount,deviceNew,unusualLocation,failedAttempts,transactionsLastHour,accountAgeDays,fraud
53529.33,1,0,2,0,25,1
23030.69,1,0,1,3,186,0
45551.87,0,1,0,1,1187,0
99780.97,1,0,1,2,418,0
34821.76,0,0,2,1,486,0
57065.84,0,0,0,3,1042,0
38716.36,1,0,0,3,740,1
82339.24,1,0,0,2,1444,0
8672.87,0,0,0,1,961,0
9842.85,0,0,1,3,1318,0
96628.34,0,1,0,8,511,1
5549.86,0,0,1,2,836,0
63094.97,0,0,1,5,1011,0
91407.33,0,0,0,2,1089,0
79606.84,0,0,0,5,805,1
71342.16,0,0,3,5,1119,1
71098.29,0,0,0,0,670,0
14585.08,0,0,0,3,23,0
68225.18,0,0,0,4,313,0
52751.23,0,0,1,1,1164,1
25158.9,0,0,1,3,542,0
33016.66,1,1,1,2,509,1
77525.19,0,0,0,2,561,0
97744.31,0,0,2,0,83,0
56834.74,0,1,1,1,238,0
13264.58,0,0,0,3,539,0
39926.04,0,0,2,2,198,0
71196.91,1,1,1,1,733,1
16269.28,0,1,1,1,207,1
23699.53,0,0,1,3,747,0
60005.48,0,0,1,3,903,1
32309.97,0,1,1,1,1268,1
89440.66,1,0,1,1,1343,1
26587.33,1,0,1,1,920,1
84983.31,1,0,0,1,231,1
60041.65,0,0,1,4,378,0
73233.0,0,1,2,2,1228,1
34965.09,0,0,0,4,434,0
17765.72,1,1,2,3,737,1
64846.23,0,1,5,3,67,1
49442.18,0,1,0,2,546,1
67382.64,1,0,0,3,1047,1
67589.35,0,0,1,5,212,1
11897.37,0,0,3,4,962,0
57901.79,0,0,1,5,619,0
49223.51,0,0,1,5,1100,1
98449.7,0,1,2,3,293,1
78086.89,1,0,0,5,908,1
81679.26,1,0,2,3,638,1
61714.69,0,0,2,3,557,1
36446.95,0,0,2,4,926,0
13498.08,0,0,0,3,1019,0
21746.55,1,0,0,2,82,1
7732.93,0,0,0,4,785,0
54335.21,0,0,1,6,359,1
77159.1,1,1,1,3,821,1
9451.41,0,0,1,4,813,0
60824.17,1,0,3,5,438,1
52463.47,0,0,1,0,517,1
33941.0,0,0,1,3,142,0
33101.25,0,0,0,3,1263,0
92247.61,0,0,2,2,1038,1
4758.82,0,1,2,4,422,0
38888.47,0,0,2,2,404,0
64125.81,0,0,1,2,781,0
2828.93,0,0,0,4,35,0
29714.46,0,1,1,4,850,0
57553.29,1,0,0,4,1107,1
6102.83,0,0,2,3,282,0
80868.2,1,0,1,0,664,0
25016.65,1,0,1,3,28,1
32433.44,0,0,2,4,1026,0
49241.66,0,1,0,5,1398,1
8199.69,0,0,0,2,1152,0
71412.84,0,0,2,2,1040,0
70521.49,0,0,0,5,1184,0
71898.85,0,0,1,6,429,1
20225.35,1,0,0,5,33,1
74186.42,1,0,0,4,362,1
68054.02,0,0,1,4,244,0
5289.18,1,0,1,1,160,0
7884.92,0,0,1,2,514,0
72777.45,1,1,1,7,669,1
91770.38,1,0,0,6,791,1
80873.13,0,0,2,2,1171,0
70218.8,0,0,0,4,836,0
64077.31,0,0,3,3,629,1
56468.57,0,0,3,4,87,1
84785.87,0,0,1,2,1402,0
65115.44,0,0,0,2,1493,0
76526.03,1,0,1,5,107,1
79810.49,0,1,0,2,47,1
12688.87,0,0,0,1,680,0
99410.82,0,1,2,2,809,0
98358.22,0,1,5,1,1113,1
68427.45,0,0,2,1,1059,0
54869.5,0,0,0,4,791,0
58803.97,1,0,2,3,1069,1
88902.64,0,1,2,6,361,1
63721.76,0,0,1,3,795,1
17226.82,0,1,2,4,463,1
27234.54,0,0,0,2,497,0
27068.84,0,0,0,4,729,0
25046.67,0,0,0,2,1455,0
32688.73,1,1,1,3,843,1
97043.24,0,0,1,3,1333,0
88959.83,0,1,3,5,226,1
84586.12,0,0,3,4,345,0
52955.55,0,0,2,2,1182,0
68354.58,0,0,1,4,259,0
92405.92,0,1,2,4,643,1
18905.24,1,0,1,1,73,0
67388.15,1,1,1,1,1185,1
5325.45,0,0,1,2,441,0
50529.3,0,0,2,3,927,0
67030.14,0,0,1,5,1030,0
56325.28,0,0,3,1,699,1
44479.97,0,1,1,3,426,1
11192.77,0,1,2,2,1424,0
98929.56,0,0,0,2,1475,0
28447.4,0,0,2,1,518,0
67185.41,0,0,1,5,942,1
62730.1,0,0,1,5,604,1
67970.33,0,0,1,3,615,0
75478.05,0,1,0,3,478,1
12708.28,1,0,0,1,998,0
91279.86,0,0,0,2,555,0
40760.92,0,0,1,3,812,0
20924.48,0,0,1,6,649,1
4447.86,0,0,0,2,353,0
93020.59,0,0,1,4,1318,1
60527.36,1,0,1,0,557,1
80367.59,0,1,1,3,410,0
60195.21,0,0,2,0,791,0
98910.73,0,0,0,3,480,0
98543.77,0,1,0,1,650,0
8069.0,0,1,2,4,111,0
95392.72,0,1,6,1,1126,1
21219.13,0,0,1,6,1059,1
97727.41,0,0,2,2,909,0
56069.45,0,0,3,1,955,1
35808.22,0,0,2,6,1448,0
72783.81,0,1,2,2,27,1
73659.61,0,0,1,4,109,0
62161.87,0,0,2,3,941,0
74967.58,1,0,2,0,537,1
25586.12,0,0,1,3,1172,0
64935.61,0,0,2,3,125,0
9156.78,0,0,0,1,773,0
11268.9,1,0,4,2,1077,1
19754.38,0,0,2,5,774,0
77086.95,0,1,0,3,802,0
20643.96,0,0,1,3,717,0
41519.48,0,0,1,1,476,0
68182.55,0,0,1,2,406,0
14315.67,1,0,0,2,1425,0
44749.07,0,0,1,3,59,0
40740.93,1,0,1,5,286,1
69665.87,0,0,2,2,336,0
54298.67,0,1,1,3,89,1
71644.57,0,0,1,1,503,0
37063.48,0,0,2,4,304,0
22053.25,1,0,1,4,533,0
91766.52,1,1,0,4,255,1
95867.96,0,0,0,4,1055,0
57032.71,0,1,1,2,1363,0
37169.12,0,0,1,2,624,0
1025.76,0,0,0,4,208,0
37812.28,0,0,0,2,1107,0
5315.25,0,0,1,2,1338,0
32923.49,0,1,1,4,749,1
24621.0,0,0,0,4,498,0
41863.36,0,0,2,0,516,0
3048.26,0,0,0,3,623,0
63850.13,0,0,2,3,707,0
3134.35,0,0,0,2,1094,0
68475.4,0,1,2,4,323,1
19562.88,0,1,0,4,994,0
75835.2,0,0,1,5,879,0
92926.09,0,0,0,0,542,0
44961.0,0,0,3,6,1009,1
38510.91,0,1,1,6,988,1
59395.65,1,0,0,6,151,1
2720.44,0,0,3,2,367,0
41704.13,0,0,0,4,419,0
9044.61,1,1,3,2,94,1
11611.31,1,0,1,2,169,0
2243.4,0,0,2,7,1189,0
61484.45,0,0,0,3,1472,0
99010.8,1,0,2,5,1346,1
19678.83,0,0,0,3,1063,0
36310.88,0,0,2,2,772,0
83194.44,0,0,1,2,703,0
63299.34,0,0,0,5,73,1
93036.56,0,0,0,5,462,1
85997.21,0,0,0,6,168,1
51770.64,0,0,0,3,1138,0
89061.53,1,0,2,4,1259,0
21480.38,1,1,1,5,10,1
23490.1,1,0,2,7,1107,1
65449.14,0,0,1,3,429,1
89239.11,0,0,0,3,977,0
35912.54,0,1,1,5,65,1
26444.95,1,1,0,3,75,1
67554.44,0,0,0,2,952,0
49075.29,0,0,0,3,1396,0
22703.61,1,0,0,4,766,0
51169.36,1,0,1,7,920,1
84058.13,0,0,0,2,1352,0
2292.55,1,0,0,4,1395,0
40665.58,0,0,1,4,50,0
66561.61,0,1,1,2,208,1
36208.81,0,0,1,5,1044,1
49073.98,0,0,0,5,1365,0
72869.29,0,0,0,2,1198,0
1137.91,1,1,0,0,756,0
84146.18,0,0,0,5,584,1
41255.05,1,1,0,3,59,1
63148.57,0,1,2,1,731,1
85235.66,0,0,0,3,230,0
75141.83,0,0,4,1,1427,1
59831.89,0,0,0,4,1454,0
19312.36,1,0,0,4,1267,0
7509.58,0,0,2,3,506,0
14211.48,0,1,1,2,917,1
88982.06,0,0,0,4,420,0
19908.28,0,0,0,3,537,0
35403.08,0,0,2,3,1456,0
53914.33,0,0,2,4,1431,0
2787.72,0,0,0,4,72,0
73787.63,0,1,2,3,231,1
13480.28,1,1,1,2,708,0
35859.66,0,0,0,1,206,0
26432.56,1,0,0,5,772,0
51095.33,0,0,0,2,66,0
37686.38,0,0,0,2,927,0
30946.7,1,1,3,4,50,1
33550.67,0,1,1,5,979,1
56376.79,0,0,1,1,575,0
27841.38,0,0,2,1,1371,0
88109.36,1,0,0,2,525,1
48939.98,0,0,1,4,973,0
81215.26,1,0,2,5,554,1
45814.15,1,0,0,3,1218,1
89852.48,0,0,2,5,384,1
58462.49,0,1,0,0,240,1
76786.68,0,0,1,4,472,0
69137.65,1,0,1,2,849,1
12085.53,0,0,0,5,1231,0
20709.08,0,0,0,8,1090,0
31487.74,1,0,0,4,404,0
18749.62,0,0,0,2,933,0
82341.32,0,0,0,4,640,0
66956.75,0,1,2,0,1264,1
11817.22,0,0,1,2,732,0
83272.08,0,0,0,4,539,0
30809.67,1,0,0,3,1205,0
78654.57,0,0,1,1,1001,0
76233.36,0,0,2,2,75,0
36983.47,0,1,3,3,993,1
60461.57,0,0,0,3,592,0
82642.25,0,0,0,1,866,0
5959.78,0,0,1,2,182,0
82607.04,0,0,1,4,706,1
73012.34,0,0,0,4,1304,0
17505.92,0,0,1,3,263,0
36721.93,0,0,1,2,1048,0
82934.43,0,0,1,2,7,1
95178.49,0,0,1,3,946,0
1036.35,0,0,2,3,851,0
97540.67,0,0,1,4,1320,0
98684.95,0,0,0,4,607,0
9151.99,0,0,2,4,1384,0
55737.62,0,1,0,1,943,0
61556.06,0,1,3,2,1324,1
19273.34,0,0,0,4,1225,0
46826.88,0,0,3,6,653,0
90710.62,0,0,1,4,1031,0
56499.86,1,0,0,2,360,0
84287.36,0,0,0,4,1193,0
47190.77,1,0,0,3,1120,0
6119.54,1,0,0,2,452,0
32188.01,0,0,2,4,46,0
75635.18,0,1,2,3,135,1
88808.6,0,0,2,4,764,0
74519.05,1,0,0,1,665,1
39275.2,0,0,1,2,1008,0
33483.65,0,1,0,3,173,0
5521.55,0,0,1,4,566,0
65303.23,0,0,0,5,1267,1
46453.32,1,0,0,2,769,1
8441.16,1,0,1,6,531,0
2965.69,0,0,1,2,13,0
44493.51,1,0,0,1,1194,0
96198.1,0,0,2,3,598,0
5328.8,1,0,2,5,723,1
57841.06,0,0,0,3,592,0
39428.62,0,0,2,5,451,1
78028.27,0,0,1,2,461,1
17825.93,0,0,2,1,1081,0
55457.53,0,0,0,2,1111,0
64535.23,0,1,1,6,1140,1
21231.07,1,0,3,4,1472,1
27932.72,1,1,2,3,1034,1
35081.62,0,0,0,1,319,0
12511.42,0,1,0,4,792,0
8614.34,1,1,5,6,1441,1
41254.23,0,0,2,1,12,1
29179.62,1,0,3,3,1202,1
41652.1,0,0,2,2,1,1
18990.2,0,1,1,1,486,0
67662.04,0,1,0,3,397,1
29473.58,0,0,1,1,700,0
21094.81,0,0,1,2,1146,0
30665.02,0,0,0,1,850,0
85501.21,0,0,1,0,304,1
44365.88,0,1,1,3,873,0
27350.43,1,1,0,3,884,1
90771.05,0,0,2,4,946,0
93838.14,0,0,2,2,93,0
12561.83,1,0,2,3,1134,0
25832.48,1,0,1,4,862,1
1077.81,0,0,1,3,1404,0
88241.95,0,1,0,1,172,1
2921.8,0,0,0,3,216,0
66051.89,0,1,0,0,149,1
35833.87,0,0,1,3,1452,0
99042.37,0,1,1,2,1290,1
75712.29,0,0,2,1,1211,0
57127.76,0,1,0,1,259,1
2086.7,0,0,2,4,719,0
71102.44,1,1,1,4,90,1
69551.65,0,0,1,5,622,0
99374.46,0,0,0,5,919,1
81508.14,0,0,2,3,524,0
69031.99,1,0,1,3,575,1
38377.0,0,0,2,2,1450,0
64191.17,1,0,1,4,1038,1
16981.54,0,0,0,3,516,0
64898.79,0,0,2,1,1492,0
67917.56,0,0,3,4,24,1
48500.25,1,0,1,2,62,1
47541.64,1,1,2,6,627,1
14896.82,1,0,0,3,565,0
66635.74,0,0,1,5,1454,0
37840.97,1,0,3,2,428,0
45512.09,1,0,2,5,1233,1
73002.77,0,1,1,7,139,1
59428.74,0,0,1,3,376,0
84961.86,1,0,0,2,1273,1
29399.43,1,0,1,5,697,1
34734.37,0,0,1,3,1197,0
98666.57,0,1,0,1,557,1
77308.49,0,0,1,1,660,0
32583.9,0,0,1,4,655,0
42828.24,0,0,0,4,1228,0
68711.5,1,0,0,1,1192,1
78004.97,1,0,1,2,281,1
15298.61,0,0,0,3,975,0
71911.05,1,0,2,5,805,1
51636.62,0,1,1,3,660,0
59685.69,1,1,0,2,1413,1
71473.98,0,0,0,3,203,0
43890.41,0,0,2,4,642,0
90068.8,0,0,1,1,1467,1
64498.72,0,0,1,2,78,1
68775.33,1,0,2,1,834,1
18609.01,0,0,2,3,383,0
5255.67,0,0,2,7,25,0
84401.07,1,0,4,1,531,1
21594.18,1,0,0,2,1363,0
87643.57,0,0,0,0,1359,0
82240.41,0,0,0,4,823,0
30307.76,1,0,1,2,759,1
76323.88,1,0,0,5,1254,1
44651.44,0,0,1,3,585,0
10527.26,0,0,1,5,708,0
96290.68,0,1,1,5,1336,1
10234.21,1,0,0,5,911,1
17648.0,0,0,0,2,153,0
34438.1,1,0,1,5,1346,1
77258.46,0,0,0,4,960,0
18820.04,0,1,3,1,234,0
92110.08,0,0,1,2,1145,0
21633.97,0,0,0,0,584,0
30606.62,0,0,2,2,63,0
93038.95,0,1,2,4,248,1
46633.98,0,0,1,1,748,0
56906.97,0,1,1,3,45,1
40756.41,0,0,3,2,1446,0
29195.73,1,0,1,4,1334,1
9136.32,1,0,1,2,1210,0
95638.99,1,0,2,5,1114,1
2803.36,0,1,0,3,549,0
21205.01,1,0,0,2,207,1
36950.15,1,0,0,3,1204,0
75981.26,0,0,0,5,1018,1
71518.56,1,0,3,1,227,1
75434.91,0,0,1,1,1061,0
8316.14,0,0,0,1,145,0
84527.68,1,0,0,9,1235,1
90765.84,1,1,3,4,1401,1
93754.7,0,0,1,1,441,0
22766.94,0,0,2,8,773,1
34694.83,0,0,2,0,561,0
18047.53,0,0,2,6,762,0
89633.05,1,1,2,1,913,1
48812.47,0,0,1,3,674,0
26300.56,0,0,2,5,881,1
12875.46,0,0,0,1,306,0
731.98,0,0,3,2,1251,0
9964.8,0,0,2,3,1436,0
29888.72,0,1,1,3,480,1
90413.17,0,1,0,2,1397,0
1058.79,0,0,0,2,1348,0
37639.33,0,0,2,0,99,0
28284.24,1,0,0,3,1498,0
24852.28,0,1,0,1,1281,0
30733.51,0,1,3,4,629,0
96109.31,0,0,2,5,779,0
51106.48,0,0,1,5,128,0
48334.3,0,0,1,0,283,0
37761.17,0,0,4,4,30,1
49586.25,0,1,1,1,994,1
82399.27,0,1,2,9,402,1
36996.06,0,0,1,0,1205,0
3166.79,1,0,0,6,15,0
58246.15,1,0,1,2,1119,0
89091.46,0,0,0,3,73,0
7955.52,1,0,1,4,371,0
34910.09,0,1,2,3,113,1
38507.65,1,0,0,1,222,0
73452.18,0,0,0,6,360,1
1751.94,0,0,1,4,360,0
92084.25,1,0,0,2,1332,1
62455.73,0,0,1,1,291,0
63450.79,0,0,1,4,306,0
61202.33,0,0,1,2,636,0
8083.3,1,0,2,5,180,1
80639.04,0,0,1,1,17,1
41965.29,0,0,1,2,118,0
15244.13,0,0,0,4,143,0
41279.42,1,0,3,4,1033,1
98939.12,0,1,0,4,579,1
6570.66,0,1,1,2,21,1
15998.44,1,0,0,7,18,1
79748.45,0,0,1,3,390,1
29529.76,1,0,2,1,1422,1
7553.86,0,0,1,2,1310,0
83697.15,0,0,0,4,1158,0
24556.67,0,0,0,4,1338,0
98006.29,1,0,1,7,875,1
74480.8,0,1,0,1,978,1
85853.96,0,1,1,3,857,1
62758.17,0,0,1,4,290,0
57598.82,0,0,0,3,499,0
79648.07,0,0,0,2,311,0
609.33,1,0,0,2,1302,0
34858.27,0,0,2,2,712,0
3225.07,1,1,1,2,282,0
52600.79,1,0,1,4,685,0
12006.07,0,0,5,2,362,0
44560.75,1,0,0,3,514,0
86880.82,0,0,1,5,1248,1
21591.89,0,0,1,4,587,0
2670.48,0,0,1,2,1186,0
9995.66,1,0,1,2,264,0
65369.3,0,0,1,3,1447,0
35536.64,0,0,1,2,456,0
34280.15,0,0,1,4,769,0
83191.91,0,0,0,2,1406,0
76237.82,0,0,3,3,1276,1
46231.11,0,0,0,5,698,0
6050.7,0,0,0,8,1412,0
61652.85,0,0,3,0,1463,1
25844.71,1,0,3,1,826,1
94060.29,0,1,1,7,1018,1
37070.91,1,0,2,3,139,0
36233.06,1,0,3,1,1416,0
54109.67,0,0,0,3,451,0
78899.11,0,0,1,0,952,0
81506.11,0,0,0,3,1274,0
33371.15,0,0,1,1,1030,0
53201.26,0,0,0,3,145,0
40323.84,0,0,1,4,1074,0
19799.87,1,0,0,3,221,0
66562.84,1,0,1,3,628,0
98924.51,0,1,1,2,655,0
12694.57,0,0,2,4,872,0
36145.78,0,0,0,2,786,0
32160.14,0,0,0,2,1418,0
57556.33,1,1,1,5,71,1
22480.52,0,1,0,4,792,0
3927.82,0,1,2,7,898,1
53754.82,1,1,0,4,855,1
27250.74,0,0,0,0,1299,0
87937.83,1,0,0,2,1047,1
50824.95,0,0,2,1,1187,0
59507.09,0,1,2,4,1207,1
21922.94,0,0,1,3,1110,0
94969.78,0,0,2,2,133,0
67312.89,0,0,1,2,859,0
76324.19,0,0,0,4,329,0
14188.9,1,0,0,2,696,0
62950.55,0,1,0,3,1157,1
52890.27,0,0,2,1,850,1
13765.63,0,0,2,3,423,0
42797.98,0,0,1,4,538,0
75715.96,0,0,3,1,1200,0
661.73,0,0,0,2,1293,0
4483.21,1,1,0,3,1318,0
47021.42,0,1,2,1,587,1
84142.9,0,0,1,0,253,0
41788.95,0,1,1,0,961,0
25355.19,0,0,1,6,1263,0
95497.22,0,0,2,3,1173,1
96481.85,0,0,0,5,578,1
7540.3,0,1,0,5,1185,0
30609.77,0,1,2,2,1345,0
42332.61,0,0,2,4,848,0
63441.84,0,0,1,2,194,1
2266.72,0,0,2,4,824,0
36425.44,0,0,2,4,1281,0
13845.86,0,1,1,3,1429,0
17839.07,0,0,1,4,60,0
6955.15,1,0,1,3,538,0
44040.49,1,0,3,2,302,1
6379.51,1,0,4,6,273,0
25515.89,0,1,0,4,1169,0
43065.55,0,0,2,5,491,1
34621.32,0,0,2,4,826,0
98049.63,0,0,1,3,20,1
65328.17,0,0,1,2,869,0
73016.77,0,0,2,3,972,1
97369.87,0,1,1,6,1063,1
77902.45,1,0,1,3,973,1
70985.05,0,0,0,5,1214,1
6186.45,0,1,1,2,579,0
60410.52,1,0,2,1,442,0
69828.88,1,0,0,4,257,1
89723.07,0,0,1,3,922,0
24398.76,1,0,0,4,381,1
124.78,0,0,1,2,1231,0
86236.42,0,0,2,3,618,0
37798.07,0,0,0,3,1231,0
74937.77,0,0,1,3,88,1
52146.3,1,0,1,3,921,0
59555.61,0,0,3,4,402,1
98585.86,0,0,1,5,882,1
20865.02,1,0,3,0,487,1
71259.66,0,0,2,2,247,0
94803.82,0,1,1,1,1371,1
22557.27,0,0,2,7,1239,1
95784.18,0,0,1,3,133,0
87303.96,0,0,2,3,462,0
31499.44,0,0,2,2,1177,0
52336.77,0,0,1,5,93,1
96903.43,1,0,0,1,171,0
73616.75,0,0,2,2,369,0
13078.71,1,0,0,4,1258,0
93382.69,0,0,1,3,1217,0
39116.44,0,0,0,1,829,0
96843.2,0,0,0,2,1246,0
31981.75,0,0,0,0,883,0
94734.97,1,0,1,3,1408,0
26386.96,0,0,1,2,803,0
3158.27,0,0,0,1,1230,0
96969.3,0,0,2,2,1313,1
73186.65,0,0,4,4,432,1
78096.54,0,0,0,3,215,0
49433.78,1,0,0,9,421,0
10147.62,1,1,1,7,1155,1
98942.69,1,0,0,4,715,1
35470.66,0,0,1,3,1362,0
70634.65,1,1,0,1,349,1
69644.65,0,0,1,6,1087,1
84143.55,1,0,2,3,728,1
77102.71,0,0,1,6,1283,1
25829.49,0,0,0,2,347,0
11570.63,1,0,0,4,747,0
53595.72,1,0,1,2,1277,1
19101.58,1,0,3,5,757,1
18401.45,0,0,0,3,616,0
29748.06,1,0,2,3,1254,1
3399.6,0,0,1,6,556,0
91317.57,1,0,1,3,359,1
40300.39,1,1,1,2,701,1
95925.51,0,1,1,4,1193,1
79150.95,0,0,2,4,1464,0
29604.79,0,0,2,4,702,0
42866.44,1,0,1,3,940,0
41288.73,1,0,0,3,901,0
86709.05,0,0,0,2,1118,0
21413.67,1,0,0,3,721,0
23139.58,0,0,0,4,919,0
73243.6,0,0,0,5,595,0
89920.62,0,0,2,3,1087,0
99757.89,0,0,0,1,1171,0
60216.79,1,0,0,1,1083,1
63946.34,0,0,1,5,350,1
28407.97,1,0,2,5,108,1
68962.15,1,0,1,3,1406,1
45453.22,0,0,1,3,1340,0
13205.67,0,0,0,0,1435,0
84855.94,1,1,2,4,1063,1
32331.64,1,0,2,5,65,1
94427.89,0,0,0,2,368,0
88946.67,0,0,3,3,540,1
89002.18,1,0,1,6,786,1
55273.43,1,0,1,5,397,1
56160.63,1,1,1,4,462,1
65557.46,0,0,4,5,152,1
31951.61,0,0,2,3,219,0
35075.35,1,0,2,1,543,1
31708.62,1,0,0,4,1483,1
44003.87,0,0,0,2,175,0
41300.57,0,0,0,3,286,0
95085.0,0,1,0,3,1070,1
66618.59,0,0,0,1,356,0
62237.91,0,0,2,1,630,0
62854.3,0,0,1,1,664,1
81411.18,0,0,0,5,1365,0
54732.4,0,0,3,1,107,0
90534.84,0,0,1,0,490,0
33928.11,0,1,1,2,208,1
90152.07,0,0,0,3,650,0
76839.33,0,0,0,2,1006,0
65146.48,0,1,1,2,1357,1
18414.14,0,1,3,3,555,1
17271.59,1,0,1,4,88,0
30355.13,0,0,1,2,865,0
91453.85,0,0,0,3,798,0
86572.21,0,0,1,4,1087,0
68961.56,0,0,1,4,1271,0
35528.36,0,1,0,0,424,0
58226.8,0,0,1,3,198,0
39230.14,1,0,2,3,1210,0
88524.23,0,0,1,3,996,1
57356.56,0,0,1,2,833,0
80172.31,0,0,1,2,397,0
39821.44,0,1,1,0,916,1
43188.89,0,0,1,1,1084,0
71435.92,1,1,0,2,1170,1
50703.84,0,1,1,4,643,1
5108.99,0,0,1,4,455,0
15258.14,1,1,3,5,53,1
14311.8,0,0,1,1,500,0
37215.86,0,0,0,1,32,0
46227.12,1,0,1,2,1395,1
55471.44,0,0,1,3,1469,1
9619.51,1,0,1,0,769,0
57364.39,0,0,0,5,990,0
87727.42,0,0,1,3,1216,0
70731.08,0,0,0,6,519,1
19503.09,0,0,0,2,358,0
63327.02,0,0,0,5,330,1
86922.7,0,0,1,4,516,0
623.61,0,0,1,1,369,0
66075.18,0,0,1,4,1024,0
57173.64,0,0,1,0,1117,0
9910.7,0,0,0,2,244,0
82475.33,0,1,3,4,961,1
30672.87,1,1,3,4,36,1
77346.93,0,0,2,6,544,1
28828.6,0,0,2,4,1236,0
52618.65,0,0,2,1,266,0
12624.55,0,0,1,4,739,0
11156.43,0,1,1,3,580,0
86414.47,0,0,0,4,39,1
72099.35,0,0,2,2,328,1
70009.45,0,1,2,3,146,0
58395.22,0,0,0,2,526,0
66342.7,0,1,0,3,1493,0
91816.76,0,0,4,4,74,1
62312.39,0,0,2,1,308,0
95512.41,0,1,1,2,1130,1
53317.64,0,1,0,3,1409,1
25386.52,1,0,0,2,146,0
9801.27,0,1,3,1,215,1
7543.24,1,0,1,3,1061,0
181.38,0,1,0,2,1091,0
59420.01,0,1,2,6,97,1
80176.14,0,1,1,0,1280,1
20854.05,0,0,1,3,1402,0
58038.88,0,0,1,5,408,1
95300.02,0,0,2,5,1239,1
36638.34,1,0,1,3,671,1
1105.33,0,0,0,3,577,0
44861.28,0,0,1,2,510,0
29149.89,0,0,2,2,985,0
58353.22,0,1,1,4,228,0
41753.4,1,0,3,2,1153,0
91643.5,0,1,0,4,657,1
17158.47,0,0,3,3,895,0
88726.29,0,0,1,4,108,0
7973.51,0,0,0,2,753,0
5481.35,1,1,0,1,5,1
34086.89,0,0,3,2,1078,1
27653.97,0,0,0,4,807,0
58816.29,0,0,1,2,1266,0
1344.6,0,1,2,0,792,0
59923.01,1,0,1,3,218,1
82423.04,0,0,0,2,599,0
34911.49,0,0,0,4,127,0
3854.9,0,0,3,4,1114,0
22188.75,0,0,0,5,13,0
82975.77,0,0,2,3,628,0
85997.36,0,1,1,2,1080,1
12111.0,0,0,1,2,227,0
17011.2,0,0,1,1,234,0
70193.75,1,1,2,0,282,1
63303.21,0,0,0,1,538,0
65917.94,0,0,0,3,766,0
995.64,1,0,0,3,915,0
79389.61,0,1,0,1,743,1
52104.01,0,0,0,2,95,0
99203.46,0,0,2,3,1467,0
32110.65,0,1,1,3,412,1
86463.71,1,1,2,2,489,1
50525.45,0,0,1,2,850,0
35812.01,0,1,1,3,1265,1
84902.43,0,1,0,4,595,1
24529.16,0,1,2,2,1281,1
54211.79,0,0,0,2,298,0
25550.04,0,0,1,3,349,0
64779.28,0,0,0,4,603,0
27644.65,0,0,1,0,1236,0
78927.46,0,0,0,4,62,1
81336.59,0,0,0,6,287,1
70199.01,0,0,0,4,1207,0
76647.05,0,0,2,2,507,1
49437.15,1,1,1,2,705,1
99038.71,1,0,1,3,829,1
90392.23,1,0,0,4,505,1
89492.09,1,1,2,4,397,1
60716.35,0,0,0,4,1308,0
7760.48,0,1,1,1,708,0
46136.33,0,1,0,5,594,1
89431.71,0,0,1,1,1218,0
31261.84,0,0,1,2,1395,0
60712.48,0,0,0,1,669,0
92134.81,1,0,1,3,1001,0
80548.6,1,0,0,2,497,1
45948.07,0,0,0,3,1087,0
67308.32,0,1,1,2,108,1
93542.56,0,1,0,2,110,1
63091.05,0,0,0,3,511,0
3800.11,0,0,1,0,662,0
13903.46,0,0,0,6,799,0
10880.36,0,0,0,1,1407,0
31307.6,0,0,2,2,1430,0
23273.14,1,0,3,5,799,1
81998.25,0,0,3,3,62,0
38816.21,0,0,1,2,1011,0
36781.19,0,1,0,5,330,1
71784.94,0,0,1,5,886,1
38712.52,1,0,2,3,607,0
28103.89,0,0,0,3,261,0
39282.31,0,0,0,5,1290,0
48090.34,0,0,1,1,832,0
21390.92,0,1,1,3,1152,0
10079.36,1,0,1,7,846,0
10228.06,0,0,3,3,1125,0
19883.59,0,1,0,3,24,1
40488.55,0,1,0,2,1026,1
28523.84,0,0,1,0,1390,0
37499.61,0,0,2,1,1249,0
93760.66,0,1,2,3,569,1
11041.56,0,1,2,6,234,1
42244.25,0,0,2,3,496,0
50340.66,0,0,3,7,1427,1
93755.92,0,0,2,2,90,1
68021.95,0,0,4,3,367,1
63141.59,0,0,2,2,1339,0
24141.02,1,0,1,2,162,1
49380.09,0,0,0,1,804,0
10299.39,0,1,2,1,161,0
73162.47,0,0,1,3,63,1
30737.07,1,0,2,2,292,1
50107.98,0,1,0,3,245,1
4845.14,0,0,0,2,593,0
2794.29,0,0,4,2,1099,0
81421.31,0,1,1,1,908,1
74417.78,0,0,1,2,119,1
2452.47,0,0,1,3,755,0
82365.5,0,0,0,3,1349,0
1955.7,0,0,0,2,53,0
81225.21,1,0,0,2,522,1
64810.63,0,0,0,5,1492,0
93937.9,0,0,0,4,555,0
84812.97,0,0,2,2,265,0
71819.05,0,0,0,2,1394,0
58675.13,0,0,1,4,151,0
8831.45,0,0,1,4,871,0
74406.07,0,0,1,3,668,0
60607.25,0,1,1,1,185,0
41782.04,0,0,2,2,1033,0
72248.24,0,0,0,0,658,0
88770.3,0,0,0,1,1471,0
37735.07,1,0,1,4,540,1
4112.68,0,0,0,3,120,0
90521.67,0,0,0,7,1266,1
34787.95,0,0,2,2,247,0
81261.18,0,0,1,0,1167,0
16056.75,0,0,1,2,18,1
55836.53,0,0,2,2,460,0
